Bill_ID,Timestamp,Date,Customer_ID,Purchased_Products,Total_Amount,Transaction_Count
B1784,15:50,2024-12-23,C884,"Rice,Shampoo,Onions,Cheese",315,1
B1785,17:30,2024-12-23,C885,"Bread,Milk,Eggs,Butter,Onions,Soap",365,1
B1786,10:43,2024-12-23,C886,"Onions,Bread,Rice,Milk,Tomato,Soap",285,1
B1787,11:23,2024-12-23,C887,"Soap,Onions",75,1
B1788,14:58,2024-12-23,C888,"Butter,Onions,Rice,Eggs",295,1
B1789,12:57,2024-12-23,C889,"Bread,Shampoo,Eggs",220,1
B1790,14:17,2024-12-23,C890,"Soap,Cheese,Butter",270,1
B1791,12:40,2024-12-23,C891,"Rice,Cheese,Butter,Soap,Onions,Bread",415,1
B1792,09:36,2024-12-23,C892,"Cheese,Onions,Milk,Rice,Shampoo",375,1
B1793,17:43,2024-12-23,C893,"Shampoo,Tomato,Cheese,Soap,Milk,Onions",375,1
B1794,15:56,2024-12-23,C894,"Shampoo,Bread,Soap,Rice",260,1
B1795,17:44,2024-12-23,C895,"Soap,Rice",130,1
B1796,10:27,2024-12-23,C896,"Tomato,Onions",55,1
B1797,10:29,2024-12-23,C897,"Onions,Tomato,Butter,Eggs,Soap",295,1
B1798,12:17,2024-12-23,C898,"Eggs,Tomato,Soap,Butter,Cheese,Milk",450,1
B1799,19:06,2024-12-23,C899,"Butter,Rice,Shampoo,Soap",320,1
B1800,17:05,2024-12-23,C900,"Milk,Butter,Tomato,Onions",215,1
B1801,18:19,2024-12-23,C901,"Milk,Butter,Bread,Cheese,Tomato",350,1
B1802,12:07,2024-12-23,C902,"Milk,Rice",140,1
B1803,12:49,2024-12-23,C903,"Eggs,Bread,Onions,Soap",205,1
B1804,15:01,2024-12-23,C904,"Butter,Eggs,Rice",270,1
B1805,14:40,2024-12-23,C905,"Butter,Milk,Tomato,Soap,Shampoo,Bread",370,1
B1806,18:10,2024-12-23,C906,"Rice,Cheese,Shampoo,Onions,Tomato",345,1
B1807,12:14,2024-12-23,C907,"Cheese,Onions,Soap,Butter,Milk,Shampoo",445,1
B1808,09:15,2024-12-23,C908,"Eggs,Rice,Shampoo,Soap",310,1
B1809,09:36,2024-12-23,C909,"Milk,Eggs,Shampoo,Rice",320,1
B1810,09:51,2024-12-23,C910,"Cheese,Shampoo,Milk",270,1
B1811,11:58,2024-12-23,C911,"Milk,Rice,Soap",190,1
B1812,19:39,2024-12-24,C912,"Soap,Cheese",170,1
B1813,09:07,2024-12-24,C913,"Shampoo,Tomato",120,1
B1814,15:01,2024-12-24,C914,"Shampoo,Rice,Eggs,Soap,Butter,Cheese",530,1
B1815,11:06,2024-12-24,C915,"Eggs,Soap,Milk,Shampoo",290,1
B1816,10:03,2024-12-24,C916,"Rice,Soap,Butter",230,1
B1817,16:46,2024-12-24,C917,"Cheese,Soap,Milk,Tomato,Shampoo,Rice",430,1
B1818,16:32,2024-12-24,C918,"Butter,Eggs,Soap,Cheese",360,1
B1819,08:07,2024-12-24,C919,"Rice,Bread,Tomato,Eggs,Shampoo",330,1
B1820,19:42,2024-12-24,C920,"Eggs,Tomato,Rice,Cheese",320,1
B1821,19:33,2024-12-24,C921,"Cheese,Onions,Eggs,Shampoo",325,1
B1822,18:25,2024-12-24,C922,"Milk,Butter,Bread",200,1
B1823,08:57,2024-12-24,C923,"Bread,Rice",120,1
B1824,11:32,2024-12-24,C924,"Rice,Butter",180,1
B1825,10:46,2024-12-24,C925,"Soap,Onions",75,1
B1826,17:30,2024-12-24,C926,"Shampoo,Eggs,Rice,Cheese",380,1
B1827,12:31,2024-12-24,C927,"Butter,Milk",160,1
B1828,11:09,2024-12-24,C928,"Soap,Bread,Milk,Shampoo",240,1
B1829,09:39,2024-12-24,C929,"Bread,Onions,Butter",165,1
B1830,11:39,2024-12-24,C930,"Milk,Shampoo",150,1
B1831,08:14,2024-12-24,C931,"Cheese,Onions,Butter",245,1
B1832,17:29,2024-12-24,C932,"Tomato,Cheese,Eggs",240,1
B1833,17:09,2024-12-24,C933,"Shampoo,Onions,Eggs,Bread,Rice,Soap",375,1
B1834,17:46,2024-12-24,C934,"Butter,Soap,Bread",190,1
B1835,10:57,2024-12-24,C935,"Cheese,Rice,Onions,Shampoo,Tomato",345,1
B1836,15:27,2024-12-24,C936,"Bread,Butter,Eggs,Soap,Cheese,Milk",460,1
B1837,15:56,2024-12-24,C937,"Shampoo,Eggs,Onions,Rice,Butter,Tomato",415,1
B1838,15:25,2024-12-24,C938,"Bread,Rice,Tomato,Milk",210,1
B1839,09:02,2024-12-24,C939,"Bread,Onions",65,1
B1840,19:07,2024-12-24,C940,"Onions,Shampoo,Butter,Soap",265,1
B1841,10:24,2024-12-24,C941,"Rice,Cheese,Eggs,Milk,Onions,Tomato",405,1
B1842,08:57,2024-12-24,C942,"Bread,Butter,Eggs",230,1
B1843,18:10,2024-12-24,C943,"Butter,Milk,Eggs,Onions",275,1
B1844,08:27,2024-12-24,C944,"Onions,Cheese,Soap",195,1
B1845,08:33,2024-12-24,C945,"Milk,Rice,Cheese,Onions,Butter,Soap",435,1
B1846,16:05,2024-12-24,C946,"Soap,Bread,Shampoo,Rice,Cheese,Tomato",410,1
B1847,16:14,2024-12-24,C947,"Milk,Butter,Cheese,Bread,Soap,Tomato",400,1
B1848,08:36,2024-12-24,C948,"Cheese,Shampoo,Milk,Tomato,Bread,Butter",440,1
B1849,11:22,2024-12-24,C949,"Soap,Onions,Cheese,Eggs,Butter,Milk",445,1
B1850,15:30,2024-12-24,C950,"Eggs,Rice,Onions,Milk,Soap",305,1
B1851,12:12,2024-12-24,C951,"Eggs,Cheese,Onions",235,1
B1852,18:55,2024-12-24,C952,"Tomato,Milk,Shampoo",180,1
B1853,19:52,2024-12-24,C953,"Onions,Eggs",115,1
B1854,10:54,2024-12-24,C954,"Eggs,Onions,Milk,Butter",275,1
B1855,18:53,2024-12-24,C955,"Bread,Onions",65,1
B1856,11:26,2024-12-24,C956,"Milk,Rice,Soap,Cheese,Bread,Shampoo",440,1
B1857,14:26,2024-12-24,C957,"Butter,Soap,Tomato,Onions,Bread,Eggs",335,1
B1858,09:19,2024-12-24,C958,"Cheese,Bread,Tomato,Shampoo,Rice",360,1
B1859,13:47,2024-12-24,C959,"Onions,Cheese,Milk,Butter,Shampoo",395,1
B1860,14:38,2024-12-25,C960,"Shampoo,Eggs,Onions,Bread",245,1
B1861,10:53,2024-12-25,C961,"Shampoo,Rice,Butter,Soap",320,1
B1862,18:23,2024-12-25,C962,"Bread,Shampoo",130,1
B1863,13:50,2024-12-25,C963,"Rice,Bread,Cheese",240,1
B1864,11:49,2024-12-25,C964,"Rice,Eggs,Onions,Shampoo,Cheese",405,1
B1865,09:03,2024-12-25,C965,"Rice,Tomato,Soap",160,1
B1866,18:34,2024-12-25,C966,"Soap,Shampoo,Tomato",170,1
B1867,19:47,2024-12-25,C967,"Bread,Milk,Eggs,Onions,Shampoo,Cheese",425,1
B1868,15:17,2024-12-25,C968,"Shampoo,Soap,Rice,Onions,Bread",285,1
B1869,08:02,2024-12-25,C969,"Eggs,Onions",115,1
B1870,10:16,2024-12-25,C970,"Onions,Tomato,Milk,Bread",155,1
B1871,17:50,2024-12-25,C971,"Rice,Butter",180,1
B1872,08:28,2024-12-25,C972,"Eggs,Onions",115,1
B1873,08:44,2024-12-25,C973,"Eggs,Milk,Tomato,Rice,Butter",360,1
B1874,18:33,2024-12-25,C974,"Milk,Eggs,Bread,Rice,Shampoo,Soap",410,1
B1875,14:59,2024-12-25,C975,"Cheese,Soap,Onions",195,1
B1876,11:03,2024-12-25,C976,"Bread,Rice,Shampoo,Milk,Tomato,Onions",325,1
B1877,09:03,2024-12-25,C977,"Tomato,Bread",70,1
B1878,08:25,2024-12-25,C978,"Shampoo,Butter,Soap",240,1
B1879,11:50,2024-12-25,C979,"Tomato,Bread",70,1
B1880,17:57,2024-12-25,C980,"Butter,Soap,Cheese,Shampoo",360,1
B1881,08:27,2024-12-25,C981,"Butter,Shampoo,Soap,Bread,Tomato",310,1
B1882,11:08,2024-12-25,C982,"Shampoo,Soap",140,1
B1883,12:31,2024-12-25,C983,"Cheese,Tomato,Onions",175,1
B1884,17:21,2024-12-25,C984,"Shampoo,Tomato",120,1
B1885,19:20,2024-12-25,C985,"Tomato,Cheese,Rice",230,1
B1886,11:07,2024-12-25,C986,"Rice,Bread",120,1
B1887,15:56,2024-12-25,C987,"Butter,Soap,Onions",175,1
B1888,17:00,2024-12-25,C988,"Shampoo,Eggs,Tomato,Milk,Cheese",390,1
B1889,14:22,2024-12-25,C989,"Tomato,Butter,Soap,Milk,Eggs",330,1
B1890,08:20,2024-12-25,C990,"Rice,Milk,Butter,Onions,Eggs,Bread",395,1
B1891,18:51,2024-12-26,C991,"Soap,Shampoo",140,1
B1892,15:05,2024-12-26,C992,"Bread,Onions,Soap",115,1
B1893,17:41,2024-12-26,C993,"Butter,Bread,Soap",190,1
B1894,19:51,2024-12-26,C994,"Milk,Bread,Shampoo,Butter,Rice",370,1
B1895,15:57,2024-12-26,C995,"Bread,Butter,Cheese,Eggs",350,1
B1896,11:37,2024-12-26,C996,"Shampoo,Milk,Tomato",180,1
B1897,18:19,2024-12-26,C997,"Rice,Shampoo,Onions,Butter,Bread",335,1
B1898,17:27,2024-12-26,C998,"Shampoo,Eggs,Onions,Rice,Milk",345,1
B1899,15:55,2024-12-26,C999,"Bread,Soap,Shampoo,Tomato",210,1
B1900,17:44,2024-12-26,C1000,"Rice,Milk,Butter,Cheese",360,1
B1901,18:46,2024-12-26,C1001,"Tomato,Eggs,Onions,Milk,Soap",255,1
B1902,10:45,2024-12-26,C1002,"Bread,Cheese,Eggs",250,1
B1903,18:35,2024-12-26,C1003,"Soap,Cheese",170,1
B1904,17:27,2024-12-26,C1004,"Onions,Milk,Shampoo,Soap,Eggs",315,1
B1905,15:10,2024-12-26,C1005,"Cheese,Tomato,Milk",210,1
B1906,10:25,2024-12-26,C1006,"Eggs,Shampoo,Cheese,Rice,Onions",405,1
B1907,18:27,2024-12-26,C1007,"Bread,Onions,Butter,Milk",225,1
B1908,15:50,2024-12-26,C1008,"Butter,Rice,Soap,Tomato",260,1
B1909,17:27,2024-12-26,C1009,"Soap,Tomato,Shampoo,Butter",270,1
B1910,17:30,2024-12-26,C1010,"Rice,Eggs,Shampoo,Milk",320,1
B1911,19:13,2024-12-26,C1011,"Eggs,Cheese,Rice",290,1
B1912,11:49,2024-12-26,C1012,"Onions,Soap,Milk,Butter,Eggs,Shampoo",415,1
B1913,12:17,2024-12-26,C1013,"Milk,Eggs,Onions,Soap,Bread,Tomato",295,1
B1914,12:24,2024-12-26,C1014,"Cheese,Rice,Onions,Shampoo,Eggs",405,1
B1915,10:08,2024-12-26,C1015,"Tomato,Eggs",120,1
B1916,09:37,2024-12-26,C1016,"Butter,Onions,Eggs,Milk",275,1
B1917,16:40,2024-12-26,C1017,"Bread,Cheese,Eggs",250,1
B1918,08:57,2024-12-26,C1018,"Eggs,Cheese,Milk",270,1
B1919,13:57,2024-12-26,C1019,"Shampoo,Eggs",180,1
B1920,16:43,2024-12-26,C1020,"Soap,Rice,Onions,Milk,Cheese,Tomato",365,1
B1921,09:58,2024-12-26,C1021,"Rice,Soap,Milk,Bread",230,1
B1922,15:33,2024-12-26,C1022,"Soap,Cheese,Butter,Tomato,Milk",360,1
B1923,18:04,2024-12-26,C1023,"Milk,Rice,Eggs,Cheese,Soap,Onions",425,1
B1924,12:50,2024-12-26,C1024,"Soap,Cheese,Bread",210,1
B1925,17:13,2024-12-26,C1025,"Rice,Cheese,Eggs,Bread",330,1
B1926,19:35,2024-12-27,C1026,"Shampoo,Butter,Tomato",220,1
B1927,17:23,2024-12-27,C1027,"Rice,Milk",140,1
B1928,18:46,2024-12-27,C1028,"Cheese,Onions,Butter,Shampoo",335,1
B1929,18:10,2024-12-27,C1029,"Eggs,Onions",115,1
B1930,09:15,2024-12-27,C1030,"Shampoo,Butter,Milk,Bread,Rice",370,1
B1931,16:51,2024-12-27,C1031,"Eggs,Cheese,Butter",310,1
B1932,19:51,2024-12-27,C1032,"Soap,Rice,Cheese",250,1
B1933,13:27,2024-12-27,C1033,"Eggs,Butter",190,1
B1934,14:20,2024-12-27,C1034,"Onions,Shampoo,Soap",165,1
B1935,19:35,2024-12-27,C1035,"Bread,Rice,Cheese,Shampoo,Soap",380,1
B1936,14:53,2024-12-27,C1036,"Rice,Bread,Milk,Eggs,Cheese,Shampoo",480,1
B1937,11:05,2024-12-27,C1037,"Tomato,Cheese,Eggs,Butter",340,1
B1938,11:30,2024-12-27,C1038,"Shampoo,Butter,Milk,Soap,Tomato,Cheese",450,1
B1939,08:31,2024-12-27,C1039,"Onions,Soap",75,1
B1940,12:59,2024-12-27,C1040,"Bread,Cheese",160,1
B1941,19:23,2024-12-27,C1041,"Milk,Rice,Onions,Cheese",285,1
B1942,10:02,2024-12-27,C1042,"Eggs,Shampoo,Soap,Milk,Bread",330,1
B1943,16:51,2024-12-27,C1043,"Shampoo,Cheese,Onions,Butter",335,1
B1944,17:55,2024-12-27,C1044,"Onions,Shampoo,Bread",155,1
B1945,18:32,2024-12-27,C1045,"Bread,Tomato",70,1
B1946,13:03,2024-12-27,C1046,"Bread,Tomato",70,1
B1947,17:03,2024-12-27,C1047,"Rice,Soap,Onions",155,1
B1948,12:23,2024-12-27,C1048,"Bread,Eggs,Soap,Milk,Cheese",360,1
B1949,14:25,2024-12-27,C1049,"Butter,Cheese,Bread,Rice,Shampoo,Tomato",460,1
B1950,18:51,2024-12-27,C1050,"Cheese,Eggs",210,1
B1951,08:03,2024-12-27,C1051,"Butter,Cheese,Soap,Eggs,Tomato,Onions",415,1
B1952,13:52,2024-12-27,C1052,"Onions,Rice,Milk,Bread,Eggs,Butter",395,1
B1953,10:38,2024-12-27,C1053,"Milk,Rice,Shampoo",230,1
B1954,15:14,2024-12-27,C1054,"Tomato,Soap,Eggs,Bread",210,1
B1955,09:20,2024-12-27,C1055,"Tomato,Rice,Bread,Butter,Shampoo",340,1
B1956,15:09,2024-12-27,C1056,"Cheese,Shampoo,Milk",270,1
B1957,16:56,2024-12-27,C1057,"Tomato,Cheese,Onions,Milk,Eggs,Bread",365,1
B1958,14:45,2024-12-27,C1058,"Rice,Onions,Bread,Cheese,Tomato,Milk",355,1
B1959,08:56,2024-12-27,C1059,"Onions,Tomato,Butter,Rice,Milk",295,1
B1960,17:55,2024-12-27,C1060,"Rice,Onions,Eggs,Cheese,Soap,Tomato",395,1
B1961,08:33,2024-12-27,C1061,"Shampoo,Cheese,Tomato,Rice,Milk,Soap",430,1
B1962,16:38,2024-12-27,C1062,"Tomato,Shampoo,Cheese,Eggs,Soap",380,1
B1963,13:55,2024-12-27,C1063,"Cheese,Milk,Butter,Soap",330,1
B1964,18:21,2024-12-27,C1064,"Cheese,Tomato,Onions,Rice",255,1
B1965,11:16,2024-12-27,C1065,"Onions,Shampoo,Milk,Butter,Cheese,Soap",445,1
B1966,18:03,2024-12-27,C1066,"Eggs,Tomato,Soap,Cheese,Onions",315,1
B1967,09:15,2024-12-27,C1067,"Shampoo,Soap,Eggs,Butter",330,1
B1968,09:49,2024-12-27,C1068,"Rice,Onions,Soap,Shampoo,Butter",345,1
B1969,12:22,2024-12-27,C1069,"Cheese,Onions,Rice,Shampoo,Butter",415,1
B1970,12:39,2024-12-27,C1070,"Rice,Bread,Milk,Soap,Butter,Shampoo",420,1
B1971,12:27,2024-12-27,C1071,"Milk,Butter,Eggs,Onions,Shampoo",365,1
B1972,11:44,2024-12-27,C1072,"Eggs,Tomato,Bread,Onions,Milk,Rice",325,1
B1973,08:10,2024-12-27,C1073,"Butter,Eggs,Cheese,Soap,Tomato,Shampoo",480,1
B1974,09:34,2024-12-27,C1074,"Milk,Tomato,Bread",130,1
B1975,12:45,2024-12-27,C1075,"Milk,Eggs,Tomato,Butter,Cheese,Bread",440,1
B1976,09:19,2024-12-27,C1076,"Milk,Rice,Butter,Eggs,Shampoo",420,1
B1977,11:59,2024-12-27,C1077,"Onions,Bread,Butter,Milk",225,1
B1978,09:58,2024-12-27,C1078,"Butter,Rice,Cheese,Tomato,Milk,Soap",440,1
B1979,18:26,2024-12-27,C1079,"Soap,Butter,Rice",230,1
B1980,17:58,2024-12-27,C1080,"Shampoo,Cheese,Tomato,Butter,Onions",365,1
B1981,08:53,2024-12-27,C1081,"Soap,Rice,Cheese,Tomato",280,1
B1982,12:50,2024-12-28,C1082,"Shampoo,Rice",170,1
B1983,18:11,2024-12-28,C1083,"Bread,Shampoo,Butter",230,1
B1984,10:27,2024-12-28,C1084,"Milk,Onions,Eggs,Cheese,Butter",395,1
B1985,09:58,2024-12-28,C1085,"Milk,Bread",100,1
B1986,13:28,2024-12-28,C1086,"Onions,Rice,Cheese,Bread,Butter,Eggs",455,1
B1987,12:15,2024-12-28,C1087,"Milk,Butter",160,1
B1988,14:19,2024-12-28,C1088,"Shampoo,Tomato",120,1
B1989,11:43,2024-12-28,C1089,"Rice,Soap,Cheese",250,1
B1990,08:26,2024-12-28,C1090,"Eggs,Onions,Rice,Shampoo,Tomato,Soap",365,1
B1991,12:28,2024-12-28,C1091,"Soap,Cheese,Milk,Rice,Bread",350,1
B1992,19:32,2024-12-28,C1092,"Rice,Butter,Tomato,Cheese",330,1
B1993,15:28,2024-12-28,C1093,"Soap,Cheese,Butter",270,1
B1994,12:57,2024-12-28,C1094,"Milk,Onions",85,1
B1995,15:05,2024-12-28,C1095,"Tomato,Onions,Cheese,Milk,Rice,Shampoo",405,1
B1996,15:48,2024-12-28,C1096,"Cheese,Tomato,Milk,Bread",250,1
B1997,08:52,2024-12-28,C1097,"Milk,Cheese",180,1
B1998,15:10,2024-12-28,C1098,"Rice,Eggs,Cheese,Soap,Shampoo",430,1
B1999,15:55,2024-12-28,C1099,"Rice,Onions,Bread,Shampoo",235,1
B2000,09:11,2024-12-28,C1100,"Onions,Shampoo,Bread,Soap",205,1
B2001,17:20,2024-12-28,C1101,"Butter,Milk,Bread",200,1
B2002,16:17,2024-12-28,C1102,"Butter,Tomato,Eggs,Soap,Rice",350,1
B2003,19:46,2024-12-28,C1103,"Tomato,Shampoo,Butter",220,1
B2004,19:51,2024-12-28,C1104,"Tomato,Shampoo,Rice",200,1
B2005,19:15,2024-12-28,C1105,"Soap,Cheese",170,1
B2006,09:38,2024-12-28,C1106,"Milk,Butter",160,1
B2007,13:17,2024-12-28,C1107,"Shampoo,Soap,Milk,Rice,Cheese,Bread",440,1
B2008,13:36,2024-12-28,C1108,"Cheese,Onions,Milk",205,1
B2009,08:27,2024-12-28,C1109,"Shampoo,Bread,Butter,Tomato,Cheese",380,1
B2010,09:09,2024-12-28,C1110,"Soap,Rice,Eggs,Milk,Bread,Onions",345,1
B2011,10:58,2024-12-28,C1111,"Milk,Butter,Rice",240,1
B2012,09:50,2024-12-28,C1112,"Rice,Cheese,Butter,Tomato,Shampoo,Milk",480,1
B2013,14:32,2024-12-28,C1113,"Shampoo,Rice,Cheese,Tomato,Butter,Milk",480,1
B2014,19:15,2024-12-28,C1114,"Shampoo,Cheese",210,1
B2015,08:36,2024-12-28,C1115,"Milk,Onions,Soap,Cheese,Eggs,Shampoo",435,1
B2016,15:36,2024-12-28,C1116,"Bread,Onions,Tomato",95,1
B2017,09:39,2024-12-28,C1117,"Bread,Rice,Soap",170,1
B2018,13:43,2024-12-28,C1118,"Cheese,Eggs",210,1
B2019,17:12,2024-12-28,C1119,"Butter,Shampoo",190,1
B2020,10:51,2024-12-28,C1120,"Soap,Eggs,Rice",220,1
B2021,16:00,2024-12-28,C1121,"Butter,Bread,Soap",190,1
B2022,09:05,2024-12-28,C1122,"Rice,Eggs",170,1
B2023,16:31,2024-12-28,C1123,"Tomato,Soap,Milk,Eggs,Cheese",350,1
B2024,11:17,2024-12-28,C1124,"Eggs,Bread,Rice,Milk",270,1
B2025,17:27,2024-12-28,C1125,"Eggs,Bread,Butter,Rice,Shampoo,Onions",425,1
B2026,14:10,2024-12-28,C1126,"Shampoo,Butter,Eggs",280,1
B2027,16:22,2024-12-28,C1127,"Soap,Tomato,Eggs,Shampoo,Cheese",380,1
B2028,18:04,2024-12-28,C1128,"Soap,Milk,Onions,Bread,Cheese,Butter",395,1
B2029,19:03,2024-12-28,C1129,"Bread,Eggs,Soap",180,1
B2030,19:19,2024-12-28,C1130,"Milk,Cheese,Eggs,Shampoo",360,1
B2031,17:18,2024-12-28,C1131,"Butter,Onions,Eggs",215,1
B2032,11:34,2024-12-29,C1132,"Shampoo,Bread,Eggs,Milk",280,1
B2033,14:21,2024-12-29,C1133,"Shampoo,Cheese,Soap",260,1
B2034,18:15,2024-12-29,C1134,"Butter,Soap,Onions,Cheese,Tomato,Milk",385,1
B2035,18:50,2024-12-29,C1135,"Soap,Bread,Cheese,Shampoo,Milk,Eggs",450,1
B2036,11:46,2024-12-29,C1136,"Soap,Tomato",80,1
B2037,14:22,2024-12-29,C1137,"Rice,Onions",105,1
B2038,14:26,2024-12-29,C1138,"Tomato,Soap,Cheese,Butter",300,1
B2039,12:52,2024-12-29,C1139,"Onions,Tomato,Butter,Bread,Milk",255,1
B2040,17:17,2024-12-29,C1140,"Milk,Soap,Cheese,Butter,Bread,Rice",450,1
B2041,12:58,2024-12-29,C1141,"Rice,Cheese,Soap",250,1
B2042,12:10,2024-12-29,C1142,"Milk,Shampoo,Butter",250,1
B2043,09:14,2024-12-29,C1143,"Cheese,Onions,Soap",195,1
B2044,14:55,2024-12-29,C1144,"Milk,Shampoo,Soap,Butter",300,1
B2045,09:13,2024-12-29,C1145,"Cheese,Tomato,Soap,Shampoo,Butter,Bread",430,1
B2046,08:23,2024-12-29,C1146,"Eggs,Onions,Butter,Tomato,Bread,Cheese",405,1
B2047,11:53,2024-12-29,C1147,"Onions,Butter",125,1
B2048,15:20,2024-12-29,C1148,"Rice,Eggs,Tomato,Bread",240,1
B2049,10:31,2024-12-29,C1149,"Milk,Butter,Soap",210,1
B2050,18:31,2024-12-29,C1150,"Bread,Eggs,Tomato,Milk,Shampoo,Soap",360,1
B2051,09:33,2024-12-29,C1151,"Eggs,Onions,Milk,Tomato,Butter,Shampoo",395,1
B2052,19:23,2024-12-29,C1152,"Bread,Cheese,Shampoo,Eggs,Butter,Onions",465,1
B2053,14:56,2024-12-29,C1153,"Butter,Milk",160,1
B2054,15:01,2024-12-29,C1154,"Eggs,Milk,Cheese,Bread,Butter",410,1
B2055,12:55,2024-12-29,C1155,"Eggs,Tomato",120,1
B2056,15:06,2024-12-29,C1156,"Milk,Tomato",90,1
B2057,13:08,2024-12-29,C1157,"Tomato,Bread",70,1
B2058,16:11,2024-12-29,C1158,"Onions,Tomato",55,1
B2059,09:07,2024-12-29,C1159,"Onions,Milk,Eggs,Rice,Soap",305,1
B2060,15:33,2024-12-29,C1160,"Milk,Bread,Eggs",190,1
B2061,09:49,2024-12-29,C1161,"Cheese,Rice,Bread",240,1
B2062,19:11,2024-12-29,C1162,"Onions,Milk,Butter,Rice,Eggs",355,1
B2063,18:28,2024-12-29,C1163,"Tomato,Butter,Bread,Cheese",290,1
B2064,10:49,2024-12-29,C1164,"Onions,Tomato,Rice,Eggs,Cheese,Bread",385,1
B2065,11:46,2024-12-29,C1165,"Shampoo,Eggs,Tomato",210,1
B2066,09:39,2024-12-29,C1166,"Butter,Tomato",130,1
B2067,19:46,2024-12-29,C1167,"Rice,Soap,Tomato,Butter,Eggs,Cheese",470,1
B2068,14:58,2024-12-29,C1168,"Rice,Milk,Cheese,Tomato,Soap",340,1
B2069,17:38,2024-12-29,C1169,"Onions,Rice,Cheese,Butter,Bread,Milk",425,1
B2070,11:24,2024-12-29,C1170,"Milk,Shampoo,Rice,Onions,Cheese,Eggs",465,1
B2071,15:09,2024-12-29,C1171,"Onions,Tomato,Rice",135,1
B2072,14:58,2024-12-29,C1172,"Eggs,Bread,Rice,Butter,Milk,Shampoo",460,1
B2073,12:58,2024-12-29,C1173,"Cheese,Rice",200,1
B2074,10:28,2024-12-29,C1174,"Cheese,Milk",180,1
B2075,15:51,2024-12-29,C1175,"Onions,Shampoo,Cheese,Eggs,Tomato",355,1
B2076,13:14,2024-12-29,C1176,"Onions,Eggs",115,1
B2077,10:19,2024-12-29,C1177,"Cheese,Soap,Rice,Shampoo,Tomato,Butter",470,1
B2078,10:31,2024-12-29,C1178,"Soap,Bread,Butter,Milk,Cheese",370,1
B2079,18:23,2024-12-29,C1179,"Soap,Eggs,Butter,Bread",280,1
B2080,13:32,2024-12-29,C1180,"Rice,Shampoo",170,1
B2081,09:48,2024-12-29,C1181,"Tomato,Butter,Milk,Onions,Rice,Eggs",385,1
B2082,13:27,2024-12-29,C1182,"Milk,Soap,Eggs",200,1
B2083,12:21,2024-12-30,C1183,"Rice,Onions,Cheese,Bread,Tomato,Soap",345,1
B2084,08:40,2024-12-30,C1184,"Cheese,Onions,Milk,Tomato,Eggs,Soap",375,1
B2085,12:21,2024-12-30,C1185,"Shampoo,Soap",140,1
B2086,19:24,2024-12-30,C1186,"Onions,Tomato,Butter,Soap,Bread,Shampoo",335,1
B2087,11:19,2024-12-30,C1187,"Rice,Bread,Cheese",240,1
B2088,19:32,2024-12-30,C1188,"Bread,Tomato,Soap,Eggs,Butter,Cheese",430,1
B2089,13:55,2024-12-30,C1189,"Milk,Eggs,Soap,Shampoo,Bread",330,1
B2090,13:26,2024-12-30,C1190,"Shampoo,Butter,Tomato",220,1
B2091,15:18,2024-12-30,C1191,"Tomato,Eggs,Shampoo,Bread",250,1
B2092,17:06,2024-12-30,C1192,"Tomato,Cheese",150,1
B2093,18:46,2024-12-30,C1193,"Butter,Eggs",190,1
B2094,13:22,2024-12-30,C1194,"Onions,Milk,Cheese,Rice,Bread,Tomato",355,1
B2095,14:24,2024-12-30,C1195,"Eggs,Rice",170,1
B2096,14:10,2024-12-30,C1196,"Tomato,Butter,Onions,Milk,Eggs",305,1
B2097,13:18,2024-12-30,C1197,"Eggs,Tomato,Butter,Onions",245,1
B2098,15:35,2024-12-30,C1198,"Cheese,Milk",180,1
B2099,16:41,2024-12-30,C1199,"Soap,Tomato,Shampoo,Cheese,Bread",330,1
B2100,10:08,2024-12-30,C1200,"Eggs,Butter,Tomato",220,1
B2101,13:11,2024-12-30,C1201,"Onions,Soap,Butter,Tomato",205,1
B2102,13:54,2024-12-30,C1202,"Tomato,Bread",70,1
B2103,11:58,2024-12-30,C1203,"Rice,Bread,Tomato,Cheese,Onions,Butter",395,1
B2104,11:29,2024-12-30,C1204,"Milk,Tomato",90,1
B2105,10:32,2024-12-30,C1205,"Bread,Onions,Tomato,Shampoo",185,1
B2106,11:21,2024-12-30,C1206,"Soap,Butter,Tomato",180,1
B2107,13:09,2024-12-30,C1207,"Tomato,Shampoo,Butter,Rice,Milk,Bread",400,1
B2108,16:06,2024-12-30,C1208,"Cheese,Butter,Onions,Shampoo,Tomato",365,1
B2109,08:33,2024-12-30,C1209,"Rice,Shampoo,Eggs,Bread,Butter",400,1
B2110,12:39,2024-12-30,C1210,"Bread,Onions,Tomato,Eggs",185,1
B2111,17:31,2024-12-30,C1211,"Tomato,Eggs,Rice",200,1
B2112,09:32,2024-12-30,C1212,"Rice,Butter",180,1
B2113,17:04,2024-12-30,C1213,"Milk,Shampoo,Butter",250,1
B2114,16:10,2024-12-30,C1214,"Butter,Cheese,Soap,Milk",330,1
B2115,18:15,2024-12-30,C1215,"Rice,Soap,Eggs,Onions,Bread,Cheese",405,1
B2116,15:58,2024-12-30,C1216,"Tomato,Rice,Cheese,Butter,Onions",355,1
B2117,09:24,2024-12-30,C1217,"Butter,Cheese,Eggs",310,1
